favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
1455,Twitter Web Client,"Search the big blue for a familiar view. Finding Dory opens June 17, 2016.
https://t.co/iwFghX5ttJ",,False,Mon Nov 16 23:08:25 +0000 2015,685,666392407827570688
2668,Sprinklr,"When your pup hears the word ""treat."" https://t.co/M7nnFB2Orc",,False,Sat Apr 09 23:00:03 +0000 2016,941,718936540362207232
992,Sprinklr,"""You're funny!"" http://t.co/DsboAa4CNh",,False,Fri Mar 06 23:30:02 +0000 2015,359,573988943168946177
787,Twitter Web Client,"From animated classic to live-action retelling, witness #Cinderella's magical transformation before your very eyes:
https://t.co/emYZN3lwaA",,False,Fri Jan 02 18:00:11 +0000 2015,516,551075495052210176
60,Twitter,♫ If only they'd look closer. Would they see a poor boy? No sirree. They'd find out there's so much more to me ♪ http://di.sn/Ef,,False,Tue Aug 30 17:42:55 +0000 2011,229,108595565734002689
2442,Sprinklr,"""The flower that blooms in adversity is the most rare and beautiful of them all."" #Mulan http://t.co/RVMr38AvCx",,False,Wed Feb 18 03:00:02 +0000 2015,1755,567881196061007872
102,Disney,This is what it looks like when you’re about to fall (in love): http://t.co/IYKFQloN,,False,Thu Feb 02 18:10:41 +0000 2012,382,165135063435067392
1112,Sprinklr,Shake off your worries. http://t.co/wmo6XBL7lC,,False,Sun Oct 12 23:00:05 +0000 2014,793,521435165508513792
2193,Vine - Make a Scene,Minnie's style is spot-on! https://t.co/0qe7crYuhu,,False,Wed Jan 27 22:51:36 +0000 2016,847,692480103121620997
206,Twitter Web Client,“Enchanted? Who said anything about the castle being enchanted?” #BeautyAndTheBeast,,False,Sun May 19 16:39:02 +0000 2013,298,336159071331835904
3,Twitter Web Client,#DisneyTrivia: What’s the striped holiday treat made in the Candy Palace on @Disneyland's Main Street?,,False,Fri Dec 16 22:21:53 +0000 2011,18,147803659168788480
1258,Sprinklr,Happy as can brie. It's #NationalCheeseLoversDay! http://t.co/qKyRxffAgd,,False,Tue Jan 20 20:00:04 +0000 2015,898,557628648279511041
224,Twitter Web Client,Push the limits of your imagination. http://t.co/EYJSA6oHu8,,False,Tue Jul 09 17:05:43 +0000 2013,329,354647567868506112
2487,Sprinklr,Happiness starts with a smile. http://t.co/aTK8stWKDl,,False,Fri Dec 19 18:00:07 +0000 2014,1736,546002048282787841
852,Sprinklr,"""I dub you Pinocchio’s conscience."" http://t.co/G6Vd09MnbG",,False,Fri Sep 05 20:00:09 +0000 2014,251,507981532792094720
